workOrderId,workOrderNo,workOrderStatus,workOrderQuantityPlanned
T10-000633679,T10-000633679,released,168.0
T10-000633679,T10-000633679,released,168.0
T20-000966158,T20-000966158,released,168.0
T10-000633678,T10-000633678,released,168.0
T10-000633678,T10-000633678,released,168.0
T20-000966157,T20-000966157,released,168.0
T10-000633677,T10-000633677,released,84.0
T10-000633677,T10-000633677,released,84.0
T20-000966156,T20-000966156,released,84.0
T10-000633676,T10-000633676,released,168.0
T10-000633676,T10-000633676,released,168.0
T20-000966155,T20-000966155,released,168.0
T10-000633675,T10-000633675,released,84.0
T10-000633675,T10-000633675,released,84.0
T20-000966154,T20-000966154,released,84.0
T20-000966174,T20-000966174,released,84.0
T10-000633697,T10-000633697,released,168.0
T10-000633697,T10-000633697,released,168.0
T10-000633697,T10-000633697,released,168.0
T10-000633697,T10-000633697,released,168.0
T20-000966170,T20-000966170,released,168.0
T10-000633696,T10-000633696,released,84.0
T10-000633696,T10-000633696,released,84.0
T10-000633696,T10-000633696,released,84.0
T20-000966169,T20-000966169,released,84.0
T20-000966184,T20-000966184,released,168.0
T20-000966176,T20-000966176,released,168.0
T20-000966177,T20-000966177,released,84.0
T20-000966173,T20-000966173,released,84.0
T10-000633681,T10-000633681,released,168.0
T10-000633681,T10-000633681,released,168.0
T10-000633681,T10-000633681,released,168.0
T10-000633681,T10-000633681,released,168.0
T10-000633681,T10-000633681,released,168.0
T10-000633681,T10-000633681,released,168.0
T20-000966160,T20-000966160,released,84.0
T10-000633680,T10-000633680,released,168.0
T10-000633680,T10-000633680,released,168.0
T10-000633680,T10-000633680,released,168.0
T10-000633680,T10-000633680,released,168.0
T10-000633680,T10-000633680,released,168.0
T10-000633680,T10-000633680,released,168.0
T20-000966159,T20-000966159,released,84.0
T10-000633701,T10-000633701,released,84.0
T23-000029464,T23-000029464,released,84.0
T23-000029463,T23-000029463,released,84.0
T20-000966182,T20-000966182,released,336.0
T20-000966181,T20-000966181,released,84.0
T10-000633695,T10-000633695,released,84.0
T10-000633695,T10-000633695,released,84.0
T10-000633695,T10-000633695,released,84.0
T10-000633695,T10-000633695,released,84.0
T10-000633695,T10-000633695,released,84.0
T10-000633695,T10-000633695,released,84.0
T10-000633695,T10-000633695,released,84.0
T10-000633695,T10-000633695,released,84.0
T10-000633695,T10-000633695,released,84.0
T20-000966168,T20-000966168,released,84.0
T20-000966180,T20-000966180,released,34.0
T20-000966178,T20-000966178,released,84.0
T10-000633701,T10-000633701,released,84.0
T20-000966183,T20-000966183,released,168.0
T20-000966179,T20-000966179,released,84.0
T10-000633700,T10-000633700,released,84.0
T10-000633701,T10-000633701,released,84.0
T10-000633701,T10-000633701,released,84.0
T10-000633701,T10-000633701,released,84.0
T10-000633701,T10-000633701,released,84.0
T10-000633701,T10-000633701,released,84.0
T23-000029287,T23-000029287,released,280.0
T23-000029288,T23-000029288,released,280.0
T10-000633706,T10-000633706,released,70.0
T10-000633706,T10-000633706,released,70.0
T10-000633706,T10-000633706,released,70.0
T10-000633706,T10-000633706,released,70.0
T10-000633706,T10-000633706,released,70.0
T10-000633706,T10-000633706,released,70.0
T10-000633706,T10-000633706,released,70.0
T10-000633706,T10-000633706,released,70.0
T10-000633706,T10-000633706,released,70.0
T10-000633706,T10-000633706,released,70.0
T10-000633706,T10-000633706,released,70.0
T10-000633706,T10-000633706,released,70.0
T10-000633706,T10-000633706,released,70.0
T10-000633706,T10-000633706,released,70.0
T20-000966206,T20-000966206,released,70.0
T20-000966205,T20-000966205,released,70.0
T20-000966204,T20-000966204,released,70.0
T20-000966203,T20-000966203,released,70.0
T20-000966202,T20-000966202,released,70.0
T20-000966199,T20-000966199,released,70.0
T20-000966198,T20-000966198,released,70.0
T20-000966197,T20-000966197,released,70.0
T20-000966196,T20-000966196,released,140.0
T20-000966224,T20-000966224,released,70.0
T20-000966230,T20-000966230,released,70.0
T20-000966210,T20-000966210,released,70.0
T10-000633712,T10-000633712,released,70.0
T10-000633712,T10-000633712,released,70.0
T20-000966188,T20-000966188,completed,70.0
T20-000966229,T20-000966229,released,70.0
T20-000966209,T20-000966209,released,70.0
T10-000633711,T10-000633711,released,70.0
T10-000633711,T10-000633711,released,70.0
T20-000966187,T20-000966187,completed,70.0
T20-000966226,T20-000966226,released,70.0
T20-000966208,T20-000966208,released,70.0
T10-000633710,T10-000633710,released,70.0
T10-000633710,T10-000633710,released,70.0
T20-000966186,T20-000966186,completed,70.0
T20-000966247,T20-000966247,released,280.0
T20-000966225,T20-000966225,released,70.0
T20-000966207,T20-000966207,released,70.0
T10-000633709,T10-000633709,released,70.0
T10-000633709,T10-000633709,released,70.0
T20-000966185,T20-000966185,completed,70.0
T20-000966260,T20-000966260,released,70.0
T20-000966228,T20-000966228,released,70.0
T20-000966259,T20-000966259,released,70.0
T20-000966227,T20-000966227,released,70.0
T20-000966223,T20-000966223,released,280.0
T10-000633713,T10-000633713,released,70.0
T10-000633713,T10-000633713,released,70.0
T10-000633713,T10-000633713,released,70.0
T10-000633713,T10-000633713,released,70.0
T23-000029466,T23-000029466,released,70.0
T23-000029465,T23-000029465,released,70.0
T20-000966285,T20-000966285,released,140.0
T20-000966284,T20-000966284,released,140.0
T20-000966283,T20-000966283,released,70.0
T20-000966281,T20-000966281,released,140.0
T20-000966256,T20-000966256,released,70.0
T20-000966255,T20-000966255,released,70.0
T20-000966253,T20-000966253,released,70.0
T20-000966262,T20-000966262,released,70.0
T20-000966252,T20-000966252,released,70.0
T20-000966261,T20-000966261,released,70.0
T20-000966251,T20-000966251,released,70.0
T20-000966258,T20-000966258,released,70.0
T20-000966250,T20-000966250,released,70.0
T20-000966282,T20-000966282,released,280.0
T20-000966257,T20-000966257,released,70.0
T10-000633713,T10-000633713,released,70.0
T10-000633723,T10-000633723,released,70.0
T10-000633721,T10-000633721,released,70.0
T10-000633714,T10-000633714,released,70.0
T20-000966254,T20-000966254,released,280.0
T10-000633713,T10-000633713,released,70.0
T10-000633713,T10-000633713,released,70.0
T20-000966248,T20-000966248,released,70.0
T20-000966238,T20-000966238,released,70.0
T20-000966239,T20-000966239,released,70.0
T20-000966245,T20-000966245,released,70.0
T20-000966246,T20-000966246,released,70.0
T20-000966222,T20-000966222,released,280.0
T20-000966195,T20-000966195,released,280.0
T10-000633705,T10-000633705,released,140.0
T10-000633705,T10-000633705,released,140.0
T10-000633705,T10-000633705,released,140.0
T10-000633705,T10-000633705,released,140.0
T10-000633705,T10-000633705,released,140.0
T10-000633705,T10-000633705,released,140.0
T10-000633705,T10-000633705,released,140.0
T10-000633705,T10-000633705,released,140.0
T10-000633705,T10-000633705,released,140.0
T20-000966194,T20-000966194,released,140.0
T10-000633707,T10-000633707,released,70.0
T10-000633707,T10-000633707,released,70.0
T10-000633707,T10-000633707,released,70.0
T10-000633707,T10-000633707,released,70.0
T10-000633707,T10-000633707,released,70.0
T10-000633707,T10-000633707,released,70.0
T10-000633707,T10-000633707,released,70.0
T10-000633707,T10-000633707,released,70.0
T20-000966213,T20-000966213,released,70.0
T20-000966212,T20-000966212,released,70.0
T20-000966189,T20-000966189,released,70.0
T20-000966211,T20-000966211,released,140.0
T20-000966200,T20-000966200,released,140.0
T10-000633702,T10-000633702,released,70.0
T10-000633702,T10-000633702,released,70.0
T10-000633702,T10-000633702,released,70.0
T10-000633702,T10-000633702,released,70.0
T10-000633702,T10-000633702,released,70.0
T10-000633702,T10-000633702,released,70.0
T20-000966190,T20-000966190,released,70.0
T20-000966244,T20-000966244,released,70.0
T20-000966218,T20-000966218,released,70.0
T20-000966242,T20-000966242,released,70.0
T20-000966240,T20-000966240,released,70.0
T20-000966241,T20-000966241,released,70.0
T20-000966221,T20-000966221,released,70.0
T20-000966220,T20-000966220,released,70.0
T20-000966219,T20-000966219,released,140.0
T20-000966192,T20-000966192,released,140.0
T20-000966201,T20-000966201,released,70.0
T10-000633704,T10-000633704,released,70.0
T10-000633704,T10-000633704,released,70.0
T20-000966193,T20-000966193,released,70.0
T10-000633703,T10-000633703,released,140.0
T10-000633703,T10-000633703,released,140.0
T10-000633703,T10-000633703,released,140.0
T10-000633703,T10-000633703,released,140.0
T10-000633703,T10-000633703,released,140.0
T20-000966191,T20-000966191,released,140.0
T20-000966231,T20-000966231,released,70.0
T20-000966232,T20-000966232,released,70.0
T20-000966215,T20-000966215,released,140.0
T20-000966216,T20-000966216,released,70.0
T20-000966217,T20-000966217,released,70.0
T20-000966286,T20-000966286,released,70.0
T20-000966249,T20-000966249,released,70.0
T20-000966243,T20-000966243,released,70.0
T20-000966269,T20-000966269,released,70.0
T20-000966237,T20-000966237,released,70.0
T20-000966268,T20-000966268,released,70.0
T20-000966236,T20-000966236,released,70.0
T20-000966265,T20-000966265,released,140.0
T20-000966235,T20-000966235,released,140.0
T20-000966214,T20-000966214,released,140.0
T20-000966266,T20-000966266,released,70.0
T20-000966233,T20-000966233,released,70.0
T20-000966267,T20-000966267,released,70.0
T20-000966234,T20-000966234,released,70.0
T10-000633719,T10-000633719,released,70.0
T20-000966287,T20-000966287,released,70.0
T20-000966280,T20-000966280,released,70.0
T20-000966279,T20-000966279,released,70.0
T20-000966278,T20-000966278,released,70.0
T20-000966277,T20-000966277,released,70.0
T20-000966276,T20-000966276,released,70.0
T20-000966275,T20-000966275,released,70.0
T20-000966273,T20-000966273,released,70.0
T20-000966272,T20-000966272,released,70.0
T20-000966271,T20-000966271,released,70.0
T20-000966270,T20-000966270,released,70.0
T10-000633708,T10-000633708,released,70.0
T10-000633708,T10-000633708,released,70.0
T10-000633708,T10-000633708,released,70.0
T10-000633708,T10-000633708,released,70.0
T10-000633708,T10-000633708,released,70.0
T10-000633708,T10-000633708,released,70.0
T10-000633708,T10-000633708,released,70.0
T10-000633708,T10-000633708,released,70.0
T10-000633708,T10-000633708,released,70.0
T10-000633708,T10-000633708,released,70.0
T10-000633708,T10-000633708,released,70.0
T10-000633708,T10-000633708,released,70.0
T10-000633708,T10-000633708,released,70.0
T20-000966264,T20-000966264,released,70.0
T20-000966263,T20-000966263,released,70.0
T10-000633719,T10-000633719,released,70.0
T20-000966289,T20-000966289,released,70.0
T20-000966288,T20-000966288,released,70.0
T10-000633724,T10-000633724,released,70.0
T10-000633722,T10-000633722,released,70.0
T10-000633720,T10-000633720,released,70.0
T20-000966274,T20-000966274,released,70.0
T10-000633718,T10-000633718,released,70.0
T10-000633717,T10-000633717,released,70.0
T10-000633716,T10-000633716,released,70.0
T10-000633715,T10-000633715,released,70.0
T10-000633719,T10-000633719,released,70.0
T10-000633719,T10-000633719,released,70.0
T10-000633719,T10-000633719,released,70.0
T10-000633719,T10-000633719,released,70.0
T10-000633719,T10-000633719,released,70.0
T10-000633643,T10-000633643,released,50.0
T10-000633643,T10-000633643,released,50.0
T10-000633643,T10-000633643,released,50.0
T20-000966051,T20-000966051,released,50.0
T10-000633656,T10-000633656,released,50.0
T20-000966103,T20-000966103,released,50.0
T10-000633650,T10-000633650,released,50.0
T10-000633650,T10-000633650,released,50.0
T10-000633650,T10-000633650,released,50.0
T20-000966102,T20-000966102,released,50.0
T10-000633642,T10-000633642,released,50.0
T10-000633642,T10-000633642,released,50.0
T10-000633642,T10-000633642,released,50.0
T10-000633642,T10-000633642,released,50.0
T20-000966050,T20-000966050,released,50.0
T20-000966101,T20-000966101,released,50.0
T10-000633649,T10-000633649,released,50.0
T10-000633649,T10-000633649,released,50.0
T10-000633649,T10-000633649,released,50.0
T10-000633649,T10-000633649,released,50.0
T10-000633649,T10-000633649,released,50.0
T10-000633641,T10-000633641,released,50.0
T10-000633641,T10-000633641,released,50.0
T10-000633641,T10-000633641,released,50.0
T10-000633641,T10-000633641,released,50.0
T10-000633641,T10-000633641,released,50.0
T20-000966049,T20-000966049,released,50.0
T20-000966098,T20-000966098,released,50.0
T10-000633648,T10-000633648,released,50.0
T10-000633648,T10-000633648,released,50.0
T10-000633648,T10-000633648,released,50.0
T10-000633648,T10-000633648,released,50.0
T10-000633648,T10-000633648,released,50.0
T10-000633648,T10-000633648,released,50.0
T10-000633648,T10-000633648,released,50.0
T10-000633648,T10-000633648,released,50.0
T10-000633648,T10-000633648,released,50.0
T10-000633648,T10-000633648,released,50.0
T10-000633648,T10-000633648,released,50.0
T10-000633648,T10-000633648,released,50.0
T20-000966065,T20-000966065,released,50.0
T20-000966040,T20-000966040,released,50.0
T20-000966063,T20-000966063,released,100.0
T20-000966060,T20-000966060,released,50.0
T20-000966032,T20-000966032,released,50.0
T10-000633640,T10-000633640,released,50.0
T10-000633640,T10-000633640,released,50.0
T20-000966048,T20-000966048,released,50.0
T10-000633639,T10-000633639,released,50.0
T10-000633639,T10-000633639,released,50.0
T10-000633639,T10-000633639,released,50.0
T10-000633639,T10-000633639,released,50.0
T10-000633639,T10-000633639,released,50.0
T20-000966047,T20-000966047,released,50.0
T10-000633632,T10-000633632,released,100.0
T10-000633632,T10-000633632,released,100.0
T10-000633632,T10-000633632,released,100.0
T10-000633632,T10-000633632,released,100.0
T10-000633632,T10-000633632,released,100.0
T20-000966039,T20-000966039,released,100.0
T10-000633631,T10-000633631,released,100.0
T10-000633631,T10-000633631,released,100.0
T10-000633631,T10-000633631,released,100.0
T20-000966038,T20-000966038,released,100.0
T20-000966097,T20-000966097,released,50.0
T10-000633647,T10-000633647,released,50.0
T10-000633647,T10-000633647,released,50.0
T10-000633647,T10-000633647,released,50.0
T10-000633647,T10-000633647,released,50.0
T10-000633647,T10-000633647,released,50.0
T10-000633647,T10-000633647,released,50.0
T10-000633647,T10-000633647,released,50.0
T10-000633647,T10-000633647,released,50.0
T10-000633647,T10-000633647,released,50.0
T10-000633647,T10-000633647,released,50.0
T10-000633647,T10-000633647,released,50.0
T10-000633647,T10-000633647,released,50.0
T10-000633647,T10-000633647,released,50.0
T10-000633647,T10-000633647,released,50.0
T10-000633647,T10-000633647,released,50.0
T10-000633647,T10-000633647,released,50.0
T20-000966066,T20-000966066,released,50.0
T20-000966064,T20-000966064,released,100.0
T20-000966062,T20-000966062,released,50.0
T10-000633638,T10-000633638,released,50.0
T10-000633638,T10-000633638,released,50.0
T10-000633638,T10-000633638,released,50.0
T20-000966046,T20-000966046,released,50.0
T10-000633637,T10-000633637,released,50.0
T10-000633637,T10-000633637,released,50.0
T10-000633637,T10-000633637,released,50.0
T20-000966045,T20-000966045,released,5.0
T10-000633636,T10-000633636,released,50.0
T10-000633636,T10-000633636,released,50.0
T10-000633636,T10-000633636,released,50.0
T20-000966044,T20-000966044,released,10.0
T10-000633635,T10-000633635,released,50.0
T10-000633635,T10-000633635,released,50.0
T10-000633635,T10-000633635,released,50.0
T20-000966043,T20-000966043,released,5.0
T10-000633634,T10-000633634,released,50.0
T10-000633634,T10-000633634,released,50.0
T10-000633634,T10-000633634,released,50.0
T20-000966042,T20-000966042,released,10.0
T10-000633633,T10-000633633,released,100.0
T10-000633633,T10-000633633,released,100.0
T10-000633633,T10-000633633,released,100.0
T20-000966041,T20-000966041,released,20.0
T10-000633630,T10-000633630,released,50.0
T10-000633630,T10-000633630,released,50.0
T10-000633630,T10-000633630,released,50.0
T20-000966037,T20-000966037,released,50.0
T10-000633629,T10-000633629,released,50.0
T10-000633629,T10-000633629,released,50.0
T10-000633629,T10-000633629,released,50.0
T10-000633629,T10-000633629,released,50.0
T10-000633629,T10-000633629,released,50.0
T10-000633629,T10-000633629,released,50.0
T20-000966036,T20-000966036,released,50.0
T10-000633628,T10-000633628,released,50.0
T10-000633628,T10-000633628,released,50.0
T10-000633628,T10-000633628,released,50.0
T20-000966035,T20-000966035,released,50.0
T10-000633627,T10-000633627,released,50.0
T10-000633627,T10-000633627,released,50.0
T10-000633627,T10-000633627,released,50.0
T20-000966034,T20-000966034,released,50.0
T10-000633626,T10-000633626,released,100.0
T10-000633626,T10-000633626,released,100.0
T20-000966033,T20-000966033,released,100.0
T20-000966096,T20-000966096,released,200.0
T10-000633646,T10-000633646,released,200.0
T10-000633646,T10-000633646,released,200.0
T10-000633654,T10-000633654,released,50.0
T20-000966095,T20-000966095,released,50.0
T10-000633645,T10-000633645,released,50.0
T10-000633645,T10-000633645,released,50.0
T10-000633645,T10-000633645,released,50.0
T10-000633645,T10-000633645,released,50.0
T10-000633645,T10-000633645,released,50.0
T20-000966059,T20-000966059,released,50.0
T10-000633625,T10-000633625,released,50.0
T10-000633625,T10-000633625,released,50.0
T20-000966031,T20-000966031,released,50.0
T10-000633624,T10-000633624,released,50.0
T10-000633624,T10-000633624,released,50.0
T20-000966030,T20-000966030,released,50.0
T20-000966094,T20-000966094,released,50.0
T10-000633644,T10-000633644,released,50.0
T10-000633644,T10-000633644,released,50.0
T10-000633644,T10-000633644,released,50.0
T10-000633644,T10-000633644,released,50.0
T10-000633623,T10-000633623,released,50.0
T10-000633623,T10-000633623,released,50.0
T20-000966029,T20-000966029,released,50.0
T10-000633653,T10-000633653,released,50.0
T20-000966093,T20-000966093,released,50.0
T20-000966074,T20-000966074,released,50.0
T20-000966061,T20-000966061,completed,50.0
T20-000966058,T20-000966058,released,50.0
T20-000966028,T20-000966028,completed,50.0
T10-000633652,T10-000633652,released,50.0
T20-000966067,T20-000966067,released,50.0
T20-000966057,T20-000966057,released,50.0
T20-000966056,T20-000966056,released,50.0
T20-000966055,T20-000966055,released,50.0
T20-000966054,T20-000966054,released,100.0
T20-000966053,T20-000966053,released,100.0
T20-000966052,T20-000966052,released,100.0
T10-000633619,T10-000633619,released,50.0
T10-000633619,T10-000633619,released,50.0
T10-000633619,T10-000633619,released,50.0
T10-000633619,T10-000633619,released,50.0
T10-000633619,T10-000633619,released,50.0
T10-000633619,T10-000633619,released,50.0
T10-000633619,T10-000633619,released,50.0
T10-000633619,T10-000633619,released,50.0
T20-000966024,T20-000966024,released,50.0
T10-000633618,T10-000633618,released,50.0
T10-000633618,T10-000633618,released,50.0
T10-000633618,T10-000633618,released,50.0
T10-000633618,T10-000633618,released,50.0
T10-000633618,T10-000633618,released,50.0
T20-000966023,T20-000966023,released,50.0
T20-000966071,T20-000966071,released,50.0
T10-000633621,T10-000633621,released,50.0
T10-000633621,T10-000633621,released,50.0
T10-000633621,T10-000633621,released,50.0
T10-000633621,T10-000633621,released,50.0
T10-000633621,T10-000633621,released,50.0
T10-000633621,T10-000633621,released,50.0
T10-000633621,T10-000633621,released,50.0
T10-000633621,T10-000633621,released,50.0
T20-000966026,T20-000966026,released,50.0
T20-000966070,T20-000966070,released,50.0
T10-000633620,T10-000633620,released,50.0
T10-000633620,T10-000633620,released,50.0
T10-000633620,T10-000633620,released,50.0
T10-000633620,T10-000633620,released,50.0
T10-000633620,T10-000633620,released,50.0
T10-000633620,T10-000633620,released,50.0
T10-000633620,T10-000633620,released,50.0
T10-000633620,T10-000633620,released,50.0
T20-000966025,T20-000966025,released,50.0
T20-000966073,T20-000966073,released,50.0
T20-000966069,T20-000966069,released,50.0
T20-000966076,T20-000966076,released,100.0
T20-000966075,T20-000966075,released,200.0
T20-000966072,T20-000966072,released,50.0
T10-000633622,T10-000633622,released,100.0
T10-000633622,T10-000633622,released,100.0
T10-000633622,T10-000633622,released,100.0
T10-000633622,T10-000633622,released,100.0
T10-000633622,T10-000633622,released,100.0
T10-000633622,T10-000633622,released,100.0
T10-000633622,T10-000633622,released,100.0
T10-000633622,T10-000633622,released,100.0
T10-000633622,T10-000633622,released,100.0
T20-000966027,T20-000966027,released,100.0
T20-000966068,T20-000966068,released,50.0
T10-000633658,T10-000633658,released,30.0
T20-000966106,T20-000966106,released,50.0
T23-000029460,T23-000029460,released,50.0
T23-000029459,T23-000029459,released,50.0
T10-000633657,T10-000633657,released,50.0
T20-000966104,T20-000966104,released,50.0
T20-000966099,T20-000966099,released,100.0
T10-000633655,T10-000633655,released,50.0
T10-000633655,T10-000633655,released,50.0
T10-000633655,T10-000633655,released,50.0
T10-000633655,T10-000633655,released,50.0
T10-000633655,T10-000633655,released,50.0
T10-000633655,T10-000633655,released,50.0
T10-000633655,T10-000633655,released,50.0
T20-000966089,T20-000966089,released,30.0
T20-000966088,T20-000966088,released,30.0
T10-000633651,T10-000633651,released,50.0
T20-000966092,T20-000966092,released,35.0
T20-000966081,T20-000966081,released,50.0
T20-000966080,T20-000966080,released,50.0
T20-000966085,T20-000966085,released,50.0
T20-000966079,T20-000966079,released,50.0
T20-000966084,T20-000966084,released,50.0
T20-000966078,T20-000966078,released,50.0
T20-000966087,T20-000966087,released,50.0
T20-000966083,T20-000966083,released,50.0
T20-000966077,T20-000966077,released,50.0
T20-000966105,T20-000966105,released,100.0
T20-000966100,T20-000966100,released,200.0
T20-000966086,T20-000966086,released,50.0
T20-000966082,T20-000966082,released,50.0
T10-000633658,T10-000633658,released,30.0
T10-000633658,T10-000633658,released,30.0
T10-000633658,T10-000633658,released,30.0
T10-000633658,T10-000633658,released,30.0
T10-000633658,T10-000633658,released,30.0
T10-000633659,T10-000633659,released,20.0
T20-000966091,T20-000966091,released,20.0
T20-000966090,T20-000966090,released,20.0
T10-000633659,T10-000633659,released,20.0
T10-000633659,T10-000633659,released,20.0
T10-000633659,T10-000633659,released,20.0
T10-000633659,T10-000633659,released,20.0
T10-000633659,T10-000633659,released,20.0
T20-000966134,T20-000966134,released,50.0
T20-000966133,T20-000966133,released,25.0
T20-000966131,T20-000966131,released,25.0
T20-000966125,T20-000966125,released,50.0
T20-000966124,T20-000966124,released,25.0
T20-000966112,T20-000966112,released,25.0
T20-000966123,T20-000966123,released,50.0
T20-000966111,T20-000966111,released,50.0
T20-000966122,T20-000966122,released,50.0
T20-000966110,T20-000966110,released,50.0
T20-000966121,T20-000966121,released,50.0
T20-000966109,T20-000966109,released,50.0
T20-000966120,T20-000966120,released,100.0
T20-000966119,T20-000966119,released,50.0
T20-000966108,T20-000966108,released,50.0
T20-000966118,T20-000966118,released,50.0
T20-000966107,T20-000966107,released,50.0
T20-000966153,T20-000966153,released,50.0
T20-000966138,T20-000966138,released,50.0
T10-000633663,T10-000633663,released,50.0
T10-000633663,T10-000633663,released,50.0
T10-000633663,T10-000633663,released,50.0
T10-000633663,T10-000633663,released,50.0
T10-000633663,T10-000633663,released,50.0
T10-000633663,T10-000633663,released,50.0
T20-000966117,T20-000966117,released,25.0
T20-000966152,T20-000966152,released,25.0
T20-000966137,T20-000966137,released,25.0
T20-000966129,T20-000966129,released,25.0
T20-000966151,T20-000966151,released,25.0
T20-000966136,T20-000966136,released,25.0
T20-000966128,T20-000966128,released,25.0
T20-000966150,T20-000966150,released,25.0
T20-000966135,T20-000966135,released,25.0
T10-000633662,T10-000633662,released,25.0
T10-000633662,T10-000633662,released,25.0
T10-000633662,T10-000633662,released,25.0
T20-000966116,T20-000966116,released,25.0
T10-000633661,T10-000633661,released,25.0
T10-000633661,T10-000633661,released,25.0
T10-000633661,T10-000633661,released,25.0
T20-000966115,T20-000966115,released,25.0
T20-000966145,T20-000966145,released,25.0
T20-000966144,T20-000966144,released,25.0
T20-000966143,T20-000966143,released,25.0
T20-000966141,T20-000966141,released,25.0
T10-000633664,T10-000633664,released,25.0
T10-000633664,T10-000633664,released,25.0
T10-000633664,T10-000633664,released,25.0
T10-000633664,T10-000633664,released,25.0
T10-000633660,T10-000633660,released,25.0
T10-000633660,T10-000633660,released,25.0
T10-000633660,T10-000633660,released,25.0
T10-000633660,T10-000633660,released,25.0
T10-000633660,T10-000633660,released,25.0
T10-000633660,T10-000633660,released,25.0
T10-000633660,T10-000633660,released,25.0
T10-000633660,T10-000633660,released,25.0
T20-000966113,T20-000966113,released,25.0
T20-000966130,T20-000966130,released,25.0
T20-000966142,T20-000966142,released,25.0
T20-000966132,T20-000966132,released,25.0
T20-000966127,T20-000966127,released,25.0
T20-000966126,T20-000966126,released,25.0
T20-000966114,T20-000966114,released,25.0
T10-000633674,T10-000633674,released,25.0
T23-000029462,T23-000029462,released,25.0
T23-000029461,T23-000029461,released,25.0
T20-000966148,T20-000966148,released,50.0
T20-000966149,T20-000966149,released,50.0
T20-000966147,T20-000966147,released,50.0
T20-000966146,T20-000966146,released,25.0
T20-000966140,T20-000966140,released,25.0
T10-000633674,T10-000633674,released,25.0
T10-000633673,T10-000633673,released,25.0
T10-000633672,T10-000633672,released,25.0
T10-000633671,T10-000633671,released,25.0
T10-000633670,T10-000633670,released,25.0
T10-000633667,T10-000633667,released,25.0
T20-000966139,T20-000966139,released,25.0
T10-000633674,T10-000633674,released,25.0
T10-000633674,T10-000633674,released,25.0
T10-000633674,T10-000633674,released,25.0
T10-000633674,T10-000633674,released,25.0
T10-000633674,T10-000633674,released,25.0
T10-000633669,T10-000633669,released,25.0
T10-000633668,T10-000633668,released,25.0
T10-000633666,T10-000633666,released,25.0
T10-000633665,T10-000633665,released,25.0
T20-000966006,T20-000966006,released,500.0
T20-000966005,T20-000966005,released,500.0
T10-000633598,T10-000633598,released,100.0
T20-000966008,T20-000966008,released,500.0
T20-000966007,T20-000966007,released,500.0
T10-000633572,T10-000633572,released,100.0
T23-000029455,T23-000029455,released,100.0
T23-000029454,T23-000029454,released,100.0
T20-000965965,T20-000965965,released,20.0
T20-000965964,T20-000965964,released,20.0
T10-000633571,T10-000633571,released,20.0
T20-000965977,T20-000965977,released,20.0
T10-000633565,T10-000633565,released,20.0
T10-000633565,T10-000633565,released,20.0
T10-000633565,T10-000633565,released,20.0
T10-000633565,T10-000633565,released,20.0
T10-000633565,T10-000633565,released,20.0
T20-000965976,T20-000965976,released,20.0
T10-000633564,T10-000633564,released,20.0
T10-000633564,T10-000633564,released,20.0
T10-000633564,T10-000633564,released,20.0
T10-000633564,T10-000633564,released,20.0
T10-000633564,T10-000633564,released,20.0
T23-000029496,T23-000029496,released,50.0
T23-000029499,T23-000029499,released,50.0
T20-000965966,T20-000965966,released,50.0
T10-000633573,T10-000633573,released,50.0
T20-000965978,T20-000965978,released,50.0
T10-000633566,T10-000633566,released,50.0
T10-000633566,T10-000633566,released,50.0
T10-000633566,T10-000633566,released,50.0
T10-000633566,T10-000633566,released,50.0
T10-000633566,T10-000633566,released,50.0
T10-000633575,T10-000633575,released,50.0
T10-000633567,T10-000633567,released,50.0
T20-000967564,T20-000967564,released,20.0
T20-000967563,T20-000967563,released,20.0
T20-000967562,T20-000967562,released,20.0
T10-000633569,T10-000633569,released,40.0
T10-000633568,T10-000633568,released,30.0
T23-000029498,T23-000029498,released,10.0
T10-000633574,T10-000633574,released,100.0
T10-000633576,T10-000633576,released,100.0
T23-000029495,T23-000029495,released,100.0
T23-000029497,T23-000029497,released,75.0
T20-000965971,T20-000965971,released,50.0
T20-000965970,T20-000965970,released,50.0
T20-000965967,T20-000965967,released,50.0
T10-000633570,T10-000633570,released,50.0
T20-000965975,T20-000965975,released,50.0
T20-000965974,T20-000965974,released,50.0
T20-000965968,T20-000965968,released,50.0
T10-000633578,T10-000633578,released,50.0
T20-000965972,T20-000965972,released,50.0
T20-000965969,T20-000965969,released,20.0
T10-000633577,T10-000633577,released,20.0
T20-000965973,T20-000965973,released,20.0
T10-000633587,T10-000633587,released,10.0
T10-000633580,T10-000633580,released,5.0
T10-000633580,T10-000633580,released,5.0
T10-000633580,T10-000633580,released,5.0
T10-000633580,T10-000633580,released,5.0
T10-000633580,T10-000633580,released,5.0
T10-000633579,T10-000633579,released,5.0
T10-000633579,T10-000633579,released,5.0
T10-000633579,T10-000633579,released,5.0
T20-000965979,T20-000965979,released,5.0
T10-000633588,T10-000633588,released,5.0
T20-000965997,T20-000965997,released,5.0
T10-000633582,T10-000633582,released,5.0
T10-000633581,T10-000633581,released,5.0
T20-000965993,T20-000965993,released,5.0
T20-000965992,T20-000965992,released,10.0
T20-000965987,T20-000965987,released,10.0
T20-000965983,T20-000965983,released,10.0
T20-000965986,T20-000965986,released,10.0
T20-000965982,T20-000965982,released,10.0
T10-000633586,T10-000633586,released,10.0
